passenger_id,flight_callsign,name,nationality,date_of_birth,seat,booking_class,status,check_in_time,luggage_count,special_assistance,frequent_flyer_tier
PAX01118,KLM4827,Steven Martinez,Cayman Islands,1966-03-31,24D,Business,Boarded,2026-02-02T09:10:14,0,Pet,Gold
PAX01119,KLM4827,Tiffany Ruiz,United States of America,1998-04-12,39F,First,No-show,2026-02-02T07:40:26,2,Pet,Platinum
PAX01120,SWA3297,Jennifer Sosa,South Africa,1955-01-19,6E,Business,Checked-in,2026-02-02T23:50:22,0,None,Platinum
PAX01121,DLH7922,Kelly Reed,Haiti,1957-12-10,8B,Premium Economy,Boarded,2026-02-01T05:51:08,3,Pet,Silver
PAX01122,BAW1396,Johnathan Jensen,Aruba,1994-09-03,13C,Premium Economy,No-show,2026-02-02T09:02:03,0,Wheelchair,None
PAX01123,AAL5705,Austin Martinez,Morocco,1975-09-03,38D,Economy,Scheduled,2026-02-01T00:31:59,1,None,Platinum
PAX01124,DLH1277,Andrew Harris,Iceland,1967-02-13,1B,First,Boarded,2026-02-02T03:45:45,0,Unaccompanied Minor,Platinum
PAX01125,KLM4827,Sarah Willis,Argentina,1957-11-26,33D,Premium Economy,No-show,2026-02-02T23:40:04,0,Pet,None
PAX01126,UAL6847,Vanessa Kirby,Chile,1952-11-01,26B,Business,Scheduled,2026-02-01T07:06:38,1,Pet,Platinum
PAX01127,KLM2981,Melvin Moore,Namibia,2002-09-20,39D,Economy,Checked-in,2026-02-03T10:16:16,0,Unaccompanied Minor,None
PAX01128,UAL4561,Nathan Harris,Bouvet Island (Bouvetoya),1979-10-11,15C,Business,Checked-in,2026-02-01T12:32:07,1,Unaccompanied Minor,Platinum
PAX01129,AAL2817,Shelly Rodriguez,Barbados,1966-06-10,34F,Economy,Boarded,2026-02-02T05:09:55,2,Wheelchair,Platinum
PAX01130,DAL6419,Cynthia Johnson,United Arab Emirates,1970-12-23,23F,Premium Economy,Boarded,2026-02-03T19:04:11,0,Pet,Gold
PAX01131,KLM4258,Manuel Young,Monaco,1991-12-05,24C,First,Scheduled,2026-02-02T18:51:49,3,None,Gold
PAX01132,KLM2925,Juan Hudson,Monaco,1955-09-09,4E,First,Checked-in,2026-02-01T23:19:54,3,Unaccompanied Minor,None
PAX01133,UAL9182,Gabriella Allen,Gabon,1953-02-03,3C,Premium Economy,No-show,2026-02-01T06:45:23,1,Wheelchair,Gold
PAX01134,UAL2142,Edgar Bell,Algeria,1961-07-08,19F,Economy,No-show,2026-02-02T19:48:45,2,Wheelchair,Gold
PAX01135,KLM3798,Andrew Mccormick,Estonia,1996-03-03,6F,Business,Scheduled,2026-02-01T20:05:57,0,None,None
PAX01136,AAL4510,Michael Diaz,France,1951-07-31,36E,Business,Checked-in,2026-02-03T02:12:57,3,Unaccompanied Minor,Platinum
PAX01137,AAL4510,Matthew Boyer,Heard Island and McDonald Islands,1954-11-29,3B,First,Boarded,2026-02-03T17:57:04,3,Wheelchair,Platinum
PAX01138,AFR7133,Patricia Love,Iraq,1950-12-06,16E,Business,Scheduled,2026-02-01T14:49:56,3,Pet,Gold
PAX01139,AFR6363,John Stephens,Algeria,2003-12-09,5E,Business,Boarded,2026-02-02T19:35:59,3,Wheelchair,Gold
PAX01140,AAL9947,Jennifer Vazquez DVM,Guam,1965-01-14,27E,Business,Scheduled,2026-02-01T20:34:03,2,None,None
PAX01141,SWA8236,John Houston,Taiwan,1948-10-12,26E,Premium Economy,Scheduled,2026-02-03T16:06:14,1,Wheelchair,Silver
PAX01142,AAL7744,Lonnie Johnson,Tanzania,1967-03-10,8C,First,Checked-in,2026-02-03T12:59:49,0,Wheelchair,None
PAX01143,AAL5428,Mark Horton,Indonesia,1980-06-17,37F,Premium Economy,No-show,2026-02-01T06:03:52,3,Pet,Silver
PAX01144,AAL6926,April Santos,Peru,1974-11-07,6B,Business,Checked-in,2026-02-02T08:43:44,2,Unaccompanied Minor,Platinum
PAX01145,DAL3787,John Davis,France,1971-11-06,1E,Economy,Boarded,2026-02-02T05:13:18,1,Pet,Gold
PAX01146,DLH2957,Laura Hill PhD,Norway,1963-04-11,35C,First,Scheduled,2026-02-03T17:48:00,0,None,Platinum
PAX01147,AAL2385,Thomas Cook,Ethiopia,1995-11-26,11E,Business,Boarded,2026-02-01T10:53:48,2,Pet,Silver
PAX01148,AFR2439,David Silva,Iran,1993-05-30,11A,Economy,Boarded,2026-02-02T07:58:59,0,Pet,None
PAX01149,KLM9891,Kayla Woods,Barbados,1954-12-18,7D,Premium Economy,Scheduled,2026-02-02T03:52:23,3,Unaccompanied Minor,Silver
PAX01150,SWA3730,Patricia Thornton,Uganda,2000-08-07,11F,Economy,Boarded,2026-02-01T18:17:38,2,None,Platinum
PAX01151,BAW943,Jason Smith,Uzbekistan,1983-12-19,34C,Premium Economy,No-show,2026-02-03T15:57:19,0,Pet,Platinum
PAX01152,DLH112,Jennifer Hester,China,1954-03-08,35A,Business,Scheduled,2026-02-03T08:35:26,0,Unaccompanied Minor,Gold
PAX01153,KLM6243,Martin Williamson,New Caledonia,1951-04-14,5C,Economy,Scheduled,2026-02-03T06:53:59,2,None,None
PAX01154,DLH8145,Marvin Cortez,Bahrain,1989-02-02,31E,Business,Boarded,2026-02-01T01:57:45,0,None,Gold
PAX01155,SWA3730,David Smith,Hong Kong,1988-08-17,33A,Premium Economy,Checked-in,2026-02-02T02:06:37,3,None,Platinum
PAX01156,DLH5519,Brianna Thompson,United States Virgin Islands,1988-12-04,8C,Economy,Scheduled,2026-02-01T17:55:32,1,Pet,Platinum
PAX01157,BAW943,Christine Gutierrez,Trinidad and Tobago,1953-01-03,2F,Economy,Scheduled,2026-02-02T05:48:08,3,Wheelchair,Gold
PAX01158,AFR7801,Madison Singleton,Christmas Island,1981-12-22,29C,Premium Economy,Scheduled,2026-02-01T04:04:20,1,None,Gold
PAX01159,UAL1147,Jonathan Williams,Hong Kong,1946-09-23,26F,First,No-show,2026-02-03T17:04:02,1,Unaccompanied Minor,Platinum
PAX01160,UAL9367,Johnny Collins,Belarus,2008-01-25,13C,Business,Scheduled,2026-02-03T12:20:15,2,None,Platinum
PAX01161,DLH2696,Mark Davis,Liechtenstein,1984-03-08,26D,First,No-show,2026-02-02T21:11:36,3,None,Silver
PAX01162,KLM9916,Paul Chavez,Norway,1948-05-18,14F,Economy,Checked-in,2026-02-03T20:08:19,0,Wheelchair,None
PAX01163,AAL1124,Mackenzie Allen,Tokelau,1953-08-11,33E,Economy,Checked-in,2026-02-03T20:40:44,1,Unaccompanied Minor,Silver
PAX01164,KLM2642,Noah Harvey,Greece,1963-10-20,10A,First,Checked-in,2026-02-02T18:56:15,2,Wheelchair,Silver
PAX01165,KLM4119,Natalie Jones,Kyrgyz Republic,1952-07-01,3E,Premium Economy,No-show,2026-02-01T01:27:57,1,Unaccompanied Minor,Platinum
PAX01166,BAW8334,Ryan Conley,Oman,2002-06-26,20A,Economy,Checked-in,2026-02-01T01:01:25,1,Pet,None
PAX01167,KLM9960,Martin Weaver,Benin,2006-12-12,3B,Economy,No-show,2026-02-01T07:48:24,3,None,Platinum
PAX01168,SWA8187,Cynthia Evans,Heard Island and McDonald Islands,1981-05-04,9F,Business,Scheduled,2026-02-02T19:01:20,3,None,None
PAX01169,BAW102,Heather Gibson,Mauritius,1977-06-13,18C,Premium Economy,Scheduled,2026-02-02T18:01:36,2,Wheelchair,Platinum
PAX01170,AAL6842,Patricia Smith,Norway,1987-03-24,22D,First,No-show,2026-02-02T20:48:58,2,Pet,None
PAX01171,BAW4535,Whitney Phillips,Christmas Island,1958-10-05,12E,Business,Checked-in,2026-02-02T22:48:13,0,None,Silver
PAX01172,SWA6137,Susan Torres,Chile,1956-07-22,27E,Premium Economy,Boarded,2026-02-03T15:19:21,2,Wheelchair,Silver
PAX01173,KLM4258,Victoria Fisher,Luxembourg,1967-11-20,22C,First,No-show,2026-02-02T11:32:30,0,Wheelchair,None
PAX01174,KLM8381,Melissa Krause,Heard Island and McDonald Islands,1948-01-12,12D,Premium Economy,Scheduled,2026-02-01T09:49:17,3,Unaccompanied Minor,Silver
PAX01175,AAL3863,Mark Diaz,Uzbekistan,1956-06-18,34B,First,Boarded,2026-02-02T08:22:49,3,None,Silver
PAX01176,BAW6157,Stephen Colon,Indonesia,1947-04-18,18D,First,Checked-in,2026-02-03T03:00:13,1,None,Gold
PAX01177,DLH916,Andres Garner,Puerto Rico,1997-05-28,36C,First,No-show,2026-02-01T18:04:30,0,None,None
PAX01178,KLM6243,Steven Campbell,Suriname,2000-08-09,40A,Business,Boarded,2026-02-02T20:57:25,1,Pet,Platinum
PAX01179,AFR6233,Amanda Lee,United Kingdom,1970-08-28,16F,First,Scheduled,2026-02-02T08:51:35,0,None,None
PAX01180,DAL8438,Olivia Guerra,Lebanon,1947-04-24,1B,First,Scheduled,2026-02-02T15:59:15,3,Wheelchair,Platinum
PAX01181,DAL8503,Melissa Marquez,Congo,1964-02-23,9E,First,Scheduled,2026-02-01T09:03:38,0,None,Platinum
PAX01182,KLM3798,Ms. Amy Myers MD,Hong Kong,1993-11-01,11B,Business,Checked-in,2026-02-02T15:03:46,3,None,Platinum
PAX01183,SWA6137,Scott Scott,Tokelau,1998-06-29,26C,Business,Scheduled,2026-02-02T02:05:02,1,Wheelchair,Platinum
PAX01184,DLH112,David Morgan,Antigua and Barbuda,1949-01-29,38D,Business,Checked-in,2026-02-01T19:51:26,1,Unaccompanied Minor,Silver
PAX01185,AAL5965,Monica Murphy,Saint Kitts and Nevis,1987-05-19,14C,First,Checked-in,2026-02-03T03:19:56,3,Pet,Silver
PAX01186,AFR6363,Corey Nielsen,San Marino,1991-11-08,9C,Economy,No-show,2026-02-01T19:25:19,2,Unaccompanied Minor,Gold
PAX01187,UAL1482,Michelle Medina,France,1958-08-10,37E,Premium Economy,Scheduled,2026-02-01T10:56:41,3,Wheelchair,None
PAX01188,DLH7830,Christina Carter,Belize,1949-06-09,31E,Premium Economy,Checked-in,2026-02-01T23:10:36,0,None,Platinum
PAX01189,DAL2399,Michael Dawson,Hungary,1977-07-29,27B,Business,Scheduled,2026-02-03T12:14:32,2,Pet,None
PAX01190,SWA116,Adriana Hale,Bouvet Island (Bouvetoya),1987-11-21,12C,Economy,Checked-in,2026-02-03T08:27:23,3,Unaccompanied Minor,None
PAX01191,DAL7497,Tracy Mcclure,Uruguay,1953-02-09,37A,Premium Economy,No-show,2026-02-03T14:32:29,0,Wheelchair,Gold
PAX01192,DLH9680,Justin Martin,Kyrgyz Republic,1972-09-02,29C,Premium Economy,Boarded,2026-02-01T03:08:29,2,Pet,None
PAX01193,AFR6762,James Cisneros,Holy See (Vatican City State),2005-11-01,22B,Economy,No-show,2026-02-01T08:02:59,2,Wheelchair,Platinum
PAX01194,DAL800,Grant Rodriguez,Bolivia,1969-05-18,32E,Premium Economy,Boarded,2026-02-03T20:08:15,3,None,None
PAX01195,AFR1892,Lance Tran,Syrian Arab Republic,1998-03-24,21E,Economy,Boarded,2026-02-03T03:16:29,0,Pet,None
PAX01196,DLH2352,David Soto,Djibouti,2000-05-29,36A,Premium Economy,Scheduled,2026-02-02T08:09:36,2,Wheelchair,Gold
PAX01197,BAW8242,Donna Cooper,Macao,1973-04-22,27A,First,Scheduled,2026-02-03T20:19:44,1,Unaccompanied Minor,Platinum
PAX01198,DAL2982,Catherine Smith,Cape Verde,1958-03-18,34E,Economy,Checked-in,2026-02-03T19:04:14,2,None,Platinum
PAX01199,KLM8543,Andrew Stafford,Canada,1967-03-27,11E,Economy,No-show,2026-02-03T14:40:17,0,None,Gold
PAX01200,DLH2926,Kendra Olson,Sri Lanka,2003-03-25,1F,Premium Economy,Checked-in,2026-02-01T11:01:18,0,Wheelchair,Platinum
PAX01201,BAW4535,Diane Vega,Northern Mariana Islands,2002-02-19,32B,First,No-show,2026-02-02T08:18:48,1,Pet,Gold
PAX01202,KLM6817,Laura Wilson,Cocos (Keeling) Islands,2007-09-27,22D,First,Checked-in,2026-02-02T02:34:19,0,None,Silver
PAX01203,DLH7753,Antonio Adams,Burkina Faso,2003-06-30,3A,First,No-show,2026-02-02T22:28:47,2,Unaccompanied Minor,Silver
PAX01204,AFR8361,Geoffrey Richardson,Andorra,1954-12-15,39A,Business,Scheduled,2026-02-03T07:28:37,0,None,Silver
PAX01205,UAL2799,Christopher Mack,Bolivia,1957-06-01,27E,Business,Scheduled,2026-02-03T03:54:35,3,Pet,Gold
PAX01206,DLH1670,Miss Morgan Jackson,Saint Martin,1976-07-27,9D,Business,No-show,2026-02-01T10:41:17,1,Pet,Silver
PAX01207,UAL5258,Alicia Hanna,Guadeloupe,1981-05-30,39B,Premium Economy,No-show,2026-02-02T22:10:24,0,Unaccompanied Minor,Silver
PAX01208,BAW1365,Ryan Williams,Chad,1960-01-18,21E,First,No-show,2026-02-02T17:51:28,1,Unaccompanied Minor,Silver
PAX01209,DLH2339,Logan Cochran,Niger,1958-08-09,12A,Business,Boarded,2026-02-02T02:28:43,0,Unaccompanied Minor,Platinum
PAX01210,BAW1228,Sara Myers,Equatorial Guinea,1950-05-30,39A,First,No-show,2026-02-02T19:46:22,0,None,Silver
PAX01211,SWA1646,Sheri Wilson,Ecuador,2006-05-23,12B,Business,Scheduled,2026-02-03T00:01:27,1,Unaccompanied Minor,None
PAX01212,KLM6817,Alexandra Graham,Norway,1958-05-12,22A,Business,Checked-in,2026-02-03T13:26:14,1,Wheelchair,Platinum
PAX01213,BAW5237,Angelica Hess,Czech Republic,1948-09-30,7D,Premium Economy,Scheduled,2026-02-02T07:23:02,2,None,Gold
PAX01214,DLH8145,Scott Stewart,Cambodia,1987-11-15,3F,First,No-show,2026-02-03T18:41:23,2,Wheelchair,Silver
PAX01215,AFR7310,Rachel Martin,Congo,1946-12-30,20E,Business,No-show,2026-02-01T22:33:20,2,Pet,Platinum
PAX01216,AAL4486,Maria Jimenez,Angola,1952-03-12,7B,Premium Economy,Boarded,2026-02-02T07:13:44,3,Unaccompanied Minor,Gold
PAX01217,SWA6682,Adam Blair,Namibia,1950-03-18,29E,Business,Checked-in,2026-02-03T13:27:15,1,Wheelchair,None
PAX01218,DLH611,Laura Lee,American Samoa,1950-06-09,21E,Premium Economy,Scheduled,2026-02-02T07:10:30,2,Unaccompanied Minor,Silver
PAX01219,AAL1399,Erica Reid,Togo,1998-06-19,36B,Economy,Checked-in,2026-02-02T00:17:28,1,Unaccompanied Minor,None
PAX01220,DLH8145,Colleen Parks,Singapore,1956-01-20,38B,Business,Checked-in,2026-02-03T20:39:07,3,Unaccompanied Minor,Platinum
PAX01221,BAW4491,Shannon Kennedy,American Samoa,1967-07-11,10B,First,Boarded,2026-02-01T23:55:55,3,Pet,Gold
PAX01222,KLM9083,Ashley Vaughn,Mauritania,1970-05-18,17F,Premium Economy,No-show,2026-02-03T20:10:16,0,Pet,None
PAX01223,BAW7879,David Nunez,Fiji,1987-01-10,29A,Premium Economy,Scheduled,2026-02-03T08:54:03,1,Pet,Platinum
PAX01224,AFR6762,Danielle Obrien,Germany,1966-11-04,31D,First,No-show,2026-02-01T01:56:02,0,Unaccompanied Minor,None
PAX01225,AFR8961,Adam Gonzalez,Vietnam,1993-09-03,12F,Economy,No-show,2026-02-01T05:46:44,1,None,Platinum
PAX01226,KLM6278,Christine Hernandez,South Africa,1962-09-21,5B,Premium Economy,No-show,2026-02-01T18:47:47,2,None,Platinum
PAX01227,AFR2557,Travis Gross,Pitcairn Islands,2007-03-11,2D,Premium Economy,No-show,2026-02-02T15:35:35,0,Pet,Platinum
PAX01228,SWA3297,Gary Li,Somalia,1966-12-03,32E,Premium Economy,No-show,2026-02-02T09:53:24,1,None,Platinum
PAX01229,AAL6541,Douglas Vasquez,Saint Vincent and the Grenadines,1981-07-14,36B,Premium Economy,Boarded,2026-02-03T12:54:12,2,Pet,Silver
PAX01230,KLM7393,Rebecca Dawson,Martinique,1971-05-13,37C,Premium Economy,Boarded,2026-02-02T20:40:02,0,Unaccompanied Minor,Silver
PAX01231,KLM3798,Linda Boyd,Egypt,1969-01-08,5B,First,Boarded,2026-02-02T05:41:16,0,Wheelchair,Platinum
PAX01232,AAL2731,Sylvia Johnson,Guyana,1950-04-22,29C,Business,Boarded,2026-02-03T02:22:45,0,Unaccompanied Minor,Silver
PAX01233,DAL1664,Kevin Summers,Lesotho,1945-10-20,38A,First,Boarded,2026-02-02T13:35:46,0,Unaccompanied Minor,Platinum
PAX01234,DAL5010,Christopher Burgess,South Georgia and the South Sandwich Islands,2005-02-05,2F,Premium Economy,No-show,2026-02-02T13:29:42,0,Unaccompanied Minor,Gold
PAX01235,KLM2210,Andres Wiley,Antigua and Barbuda,1995-10-24,38E,First,Scheduled,2026-02-01T05:32:11,2,Unaccompanied Minor,Gold
PAX01236,AAL7593,Jon Jackson,Luxembourg,1972-12-02,39E,Premium Economy,Scheduled,2026-02-01T18:06:52,2,None,Platinum
PAX01237,BAW3952,Kyle Stanley,Cook Islands,1969-09-08,15A,Business,Checked-in,2026-02-01T05:27:15,2,Wheelchair,Silver
PAX01238,SWA2726,Rose Wiggins,Dominica,1994-09-28,40F,Business,Boarded,2026-02-01T13:08:21,0,None,Gold
PAX01239,SWA7638,Steven Rodriguez,Croatia,1946-02-11,16F,Business,Boarded,2026-02-01T19:14:02,2,Pet,None
PAX01240,AFR3794,Kevin Edwards,China,1974-07-14,4B,First,Scheduled,2026-02-03T17:43:59,0,Wheelchair,None
PAX01241,KLM4258,Amber Kelly,Myanmar,1980-06-02,36C,First,No-show,2026-02-03T15:23:48,3,Wheelchair,Gold
PAX01242,UAL2142,Jennifer Compton,Ecuador,1964-02-14,36C,Business,Checked-in,2026-02-02T09:29:15,0,Pet,Silver
PAX01243,SWA8177,Daniel Gonzales,Congo,1966-08-03,10F,Premium Economy,Checked-in,2026-02-02T06:21:46,0,Wheelchair,Silver
PAX01244,BAW7879,Alexandra Perez,Gabon,1996-07-26,38C,Business,Boarded,2026-02-03T13:12:58,3,Pet,Gold
PAX01245,UAL9673,Jessica Peterson,Lesotho,1971-06-06,8A,Premium Economy,No-show,2026-02-01T17:55:59,1,Unaccompanied Minor,Platinum
PAX01246,BAW3952,Anthony Mcbride,Barbados,1982-05-17,8D,Premium Economy,Scheduled,2026-02-03T12:14:03,0,None,Gold
PAX01247,KLM8381,Wendy Harper,Indonesia,1962-02-16,24A,Business,Boarded,2026-02-01T23:34:15,3,None,Gold
PAX01248,AAL3396,Patricia Kaiser,Mauritius,1974-06-01,1B,Business,Scheduled,2026-02-02T17:08:00,3,Wheelchair,None
PAX01249,AAL1399,Ana Joseph,Rwanda,2002-03-03,14D,Premium Economy,Scheduled,2026-02-02T03:43:44,2,Wheelchair,Platinum
PAX01250,KLM6817,Mary Fields,Korea,1986-11-28,8C,Premium Economy,No-show,2026-02-01T10:17:26,2,Pet,None
PAX01251,KLM5463,Rebecca Rodriguez,Iran,1996-12-07,39C,Premium Economy,No-show,2026-02-01T20:49:41,2,Unaccompanied Minor,Gold
PAX01252,AAL4486,William Mitchell,Solomon Islands,1984-12-26,34D,First,No-show,2026-02-01T12:41:12,1,None,None
PAX01253,DAL5318,Paul Hall,Oman,1963-01-16,28E,Economy,No-show,2026-02-01T01:02:50,0,None,Silver
PAX01254,DAL4543,Robert Ross,Marshall Islands,1961-01-27,29D,First,Boarded,2026-02-02T05:09:53,3,Pet,Gold
PAX01255,DAL8438,Steven Miles,Libyan Arab Jamahiriya,1957-11-09,32E,Premium Economy,Scheduled,2026-02-03T13:29:24,1,Pet,Platinum
PAX01256,UAL9761,Crystal Cobb,Dominica,1981-10-27,28F,Business,Scheduled,2026-02-01T04:03:28,2,Pet,Platinum
PAX01257,DLH2938,David Mccall,Germany,1945-03-11,4B,Premium Economy,Boarded,2026-02-03T04:53:59,0,Unaccompanied Minor,Silver
PAX01258,AFR5017,Ronald Russell,Eritrea,1975-07-30,34A,Premium Economy,Scheduled,2026-02-02T20:31:30,1,Wheelchair,Gold
PAX01259,UAL8355,Anthony Miller,Lesotho,1964-12-29,16D,Premium Economy,Checked-in,2026-02-02T11:24:42,1,Unaccompanied Minor,Gold
PAX01260,DLH1277,Thomas Wolfe,Singapore,1956-11-01,18A,Economy,No-show,2026-02-02T05:43:13,0,Wheelchair,None
PAX01261,DLH106,Kimberly Beard,Brazil,2000-05-21,21C,Premium Economy,Scheduled,2026-02-02T07:56:58,2,None,Silver
PAX01262,DAL5318,Monica Cameron,Senegal,1996-04-03,6F,Premium Economy,Boarded,2026-02-03T08:42:13,2,Pet,Gold
PAX01263,SWA8782,Monica Cunningham,Norway,1967-12-06,12E,First,Scheduled,2026-02-03T15:35:37,2,Unaccompanied Minor,None
PAX01264,AAL1399,Albert Hurley,Afghanistan,1953-01-27,16F,First,Checked-in,2026-02-01T06:59:01,1,Unaccompanied Minor,None
PAX01265,UAL2699,Mr. David Davis DDS,Lebanon,1956-10-05,13E,Economy,No-show,2026-02-01T21:41:01,1,None,None
PAX01266,SWA7638,Jessica Adkins,Malawi,1973-11-29,16D,Business,Boarded,2026-02-02T15:19:05,0,Unaccompanied Minor,Platinum
PAX01267,KLM1304,Chelsea Johnson,Latvia,1988-07-18,3F,Economy,Scheduled,2026-02-01T03:37:20,1,Pet,Gold
PAX01268,UAL1931,Deborah Moore,United States Virgin Islands,1962-08-30,35E,First,No-show,2026-02-03T03:08:59,1,Pet,None
PAX01269,AAL4076,William Rodriguez,Bhutan,1987-08-17,31E,First,No-show,2026-02-02T05:04:20,0,Unaccompanied Minor,Gold
PAX01270,SWA1893,Heather Zhang MD,Comoros,1946-11-15,32B,Premium Economy,Boarded,2026-02-03T18:02:35,2,Pet,Platinum
PAX01271,UAL3141,Kevin Parks,Malawi,1982-01-23,35B,First,Scheduled,2026-02-01T11:36:08,3,Wheelchair,Platinum
PAX01272,UAL3141,Samantha Riley MD,United States Virgin Islands,1989-02-17,2C,Premium Economy,Scheduled,2026-02-01T19:17:39,2,Unaccompanied Minor,None
PAX01273,AAL7134,Jaime Allen,Isle of Man,1989-03-31,10E,Premium Economy,No-show,2026-02-01T18:36:03,2,None,Platinum
PAX01274,AFR6060,Robert Reid,Aruba,1951-07-11,39C,Business,No-show,2026-02-03T16:36:46,3,Pet,None
PAX01275,AAL2836,Sara Wolf,Nepal,1977-12-29,36E,Business,Boarded,2026-02-02T08:53:57,3,None,None
PAX01276,DLH1277,Kevin David,Korea,2000-01-14,35E,Business,Boarded,2026-02-01T09:44:08,1,Unaccompanied Minor,None
PAX01277,SWA7178,Jennifer Franklin,Tonga,1999-11-14,2E,Premium Economy,No-show,2026-02-02T12:15:29,3,None,Silver
PAX01278,KLM9722,Norma Santos,Pitcairn Islands,1984-12-12,23B,Premium Economy,Boarded,2026-02-02T04:23:43,0,Wheelchair,Platinum
PAX01279,AFR3118,Anthony Smith,Angola,1975-07-05,8E,Economy,Boarded,2026-02-02T16:21:08,1,None,Silver
PAX01280,AFR5148,Justin Diaz,Christmas Island,1998-07-09,26F,Business,Boarded,2026-02-01T01:17:55,2,Wheelchair,Silver
PAX01281,KLM7669,Tammy Roberts,Greenland,1964-06-09,8B,Economy,Scheduled,2026-02-02T05:37:45,1,None,Gold
PAX01282,SWA2109,Tyler Gonzalez,Heard Island and McDonald Islands,1964-12-28,21B,First,Checked-in,2026-02-01T19:10:20,0,Pet,None
PAX01283,KLM6600,Kevin Cummings,British Virgin Islands,1977-07-28,25E,Economy,Boarded,2026-02-01T00:12:49,0,Unaccompanied Minor,Silver
PAX01284,AAL2385,Andrea Cook,Poland,1977-01-28,24C,First,Scheduled,2026-02-01T12:00:23,3,Pet,None
PAX01285,SWA8236,Karen Robinson,Slovakia (Slovak Republic),1948-03-25,7E,Economy,Scheduled,2026-02-01T14:13:18,2,Wheelchair,None
PAX01286,DLH7753,William Diaz,Cyprus,1992-02-14,25A,Economy,No-show,2026-02-03T21:09:10,2,Pet,Platinum
PAX01287,AFR1892,Joseph Morales,Australia,1965-07-16,27A,First,Checked-in,2026-02-03T13:28:53,2,Unaccompanied Minor,Silver
PAX01288,DAL6645,Martin Foley,Canada,1977-10-09,32C,Economy,Checked-in,2026-02-01T20:40:58,3,Unaccompanied Minor,Gold
PAX01289,AFR5148,Justin Farrell,Gibraltar,1988-01-21,30C,Business,Boarded,2026-02-03T09:10:39,1,Unaccompanied Minor,Platinum
PAX01290,DLH2339,Patricia Hoffman,Liberia,1971-07-12,20C,Business,Checked-in,2026-02-03T03:14:38,3,Unaccompanied Minor,Gold
PAX01291,AFR6060,Kenneth Rogers,Papua New Guinea,1952-03-23,6A,Premium Economy,Boarded,2026-02-01T00:54:30,2,Wheelchair,None
PAX01292,KLM4258,Mary Guerra,Trinidad and Tobago,1970-08-22,8F,Business,Checked-in,2026-02-01T00:07:33,1,Wheelchair,None
PAX01293,AFR2557,Kelly Combs,Martinique,1962-02-25,24B,Premium Economy,No-show,2026-02-03T05:14:28,0,Unaccompanied Minor,Silver
PAX01294,UAL1931,Stephanie Ray,Gambia,1985-03-02,22F,Premium Economy,No-show,2026-02-02T08:50:54,2,Pet,None
PAX01295,UAL6595,Meredith Graham,Algeria,1969-04-12,11D,Economy,Checked-in,2026-02-01T03:10:46,3,Pet,Platinum
PAX01296,UAL939,Juan Buckley,Ukraine,1963-12-13,19A,Business,Boarded,2026-02-03T11:19:31,3,Pet,None
PAX01297,DLH6567,Misty Dunn,Guadeloupe,1960-01-07,23A,Business,No-show,2026-02-03T06:23:00,1,Unaccompanied Minor,Gold
PAX01298,SWA7937,Cheryl Davis DVM,Guinea-Bissau,1973-10-19,38E,Business,Scheduled,2026-02-02T19:04:05,1,Wheelchair,None
PAX01299,DLH2696,Steven Walker,Montserrat,1996-03-15,37D,Economy,Checked-in,2026-02-02T02:25:59,0,Pet,Gold
PAX01300,KLM1805,Jessica Reese,Belize,1954-07-17,23D,Business,Checked-in,2026-02-01T14:58:58,1,None,None
PAX01301,DLH3311,James Ochoa,Turks and Caicos Islands,1979-08-29,10C,First,Boarded,2026-02-01T21:40:13,1,Pet,Gold
PAX01302,DAL5838,Kathleen Kelly,Croatia,2000-05-10,5C,First,Boarded,2026-02-01T00:54:34,3,Pet,Gold
PAX01303,AFR3118,Jamie Cunningham,Fiji,2007-08-15,34D,Economy,No-show,2026-02-02T22:43:21,3,None,Platinum
PAX01304,KLM2887,Justin Moore,Saint Vincent and the Grenadines,1988-11-12,23C,Premium Economy,Checked-in,2026-02-02T03:51:18,3,Pet,Gold
PAX01305,BAW5591,Gregory Montes,India,2003-05-18,14C,Business,Boarded,2026-02-03T01:23:56,1,Unaccompanied Minor,Silver
PAX01306,AFR7974,Michael Brown,Niue,1955-04-23,13E,Premium Economy,No-show,2026-02-02T09:48:33,0,Unaccompanied Minor,Gold
PAX01307,KLM314,Edward Warner,India,1958-06-27,19C,Premium Economy,No-show,2026-02-03T14:28:09,2,Unaccompanied Minor,Gold
PAX01308,AFR8961,Ms. Rachel Hogan DDS,Canada,1953-08-08,31E,Premium Economy,Boarded,2026-02-01T23:02:08,0,Unaccompanied Minor,Platinum
PAX01309,DAL3455,Amy Bass,Djibouti,1960-03-16,37E,Premium Economy,No-show,2026-02-03T17:16:16,2,Wheelchair,Silver
